station_id,date,time,pm25_aqi,pm25_value,pm10_aqi,pm10_value,o3_aqi,o3_value,co_aqi,co_value,no2_aqi,no2_value,so2_aqi,so2_value,aqi,aqi_param
78t,2026-02-01,00:00,20,11.9,-1,-1,-999,-1,-999,-1,-999,-1,-999,-1,20,PM25
79t,2026-02-01,00:00,116,43.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,PM25
81t,2026-02-01,00:00,83,33.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,PM25
82t,2026-02-01,00:00,142,53.2,59,87,21,30,2,0.40,1,3,0,1,142,PM25
83t,2026-02-01,00:00,60,27.4,25,50,-1,-1,-1,-1,-1,-1,-1,-1,60,PM25
84t,2026-02-01,00:00,114,42.6,32,58,31,39,-1,-1,-1,-1,-1,-1,114,PM25
85t,2026-02-01,00:00,138,51.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,138,PM25
86t,2026-02-01,00:00,163,60.9,62,90,-1,-1,4,0.70,9,21,-1,-1,163,PM25
87t,2026-02-01,00:00,81,32.7,-1,-1,-1,-1,-1,-1,0,0,0,0,81,PM25
88t,2026-02-01,00:00,24,14.3,14,28,-1,-1,-1,-1,-1,-1,-1,-1,24,PM25
90t,2026-02-01,00:00,45,22.8,20,40,-1,-1,-1,-1,-1,-1,-1,-1,45,PM25
91t,2026-02-01,00:00,66,28.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,PM25
92t,2026-02-01,00:00,94,36.1,48,77,24,34,-1,-1,3,8,-1,-1,94,PM25
93t,2026-02-01,00:00,18,11.0,15,30,-1,-1,0,0.00,0,1,0,0,18,PM25
94t,2026-02-01,00:00,135,50.3,46,75,-1,-1,-1,-1,-1,-1,-1,-1,135,PM25
95t,2026-02-01,00:00,107,39.7,41,69,21,29,13,2.20,4,10,1,2,107,PM25
96t,2026-02-01,00:00,49,24.5,23,45,19,27,7,1.30,4,10,0,0,49,PM25
97t,2026-02-01,00:00,98,36.9,28,53,17,24,3,0.50,7,16,1,2,98,PM25
98t,2026-02-01,00:00,-1,-1,56,85,20,28,4,0.70,0,1,0,1,56,PM10
bkp100t,2026-02-01,00:00,126,46.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,126,PM25
bkp101t,2026-02-01,00:00,139,51.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,139,PM25
bkp102t,2026-02-01,00:00,104,38.6,82,106,-999,-1,-999,-1,-999,-1,-999,-1,104,PM25
bkp103t,2026-02-01,00:00,128,47.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,128,PM25
bkp104t,2026-02-01,00:00,89,34.7,39,67,-999,-1,-999,-1,-999,-1,-999,-1,89,PM25
bkp105t,2026-02-01,00:00,121,45.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,121,PM25
bkp114t,2026-02-01,00:00,85,33.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,85,PM25
bkp116t,2026-02-01,00:00,96,36.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,96,PM25
bkp117t,2026-02-01,00:00,78,32.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,78,PM25
bkp118t,2026-02-01,00:00,116,43.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,116,PM25
bkp119t,2026-02-01,00:00,97,36.8,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,97,PM25
bkp120t,2026-02-01,00:00,110,40.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,110,PM25
bkp121t,2026-02-01,00:00,80,32.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,80,PM25
bkp122t,2026-02-01,00:00,91,35.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,91,PM25
bkp123t,2026-02-01,00:00,99,37.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,99,PM25
bkp124t,2026-02-01,00:00,107,39.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,107,PM25
bkp125t,2026-02-01,00:00,124,46.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,124,PM25
bkp126t,2026-02-01,00:00,75,31.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,75,PM25
bkp127t,2026-02-01,00:00,100,37.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,100,PM25
bkp128t,2026-02-01,00:00,94,36.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,94,PM25
bkp129t,2026-02-01,00:00,113,42.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,113,PM25
bkp130t,2026-02-01,00:00,108,40.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,108,PM25
bkp131t,2026-02-01,00:00,109,40.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,109,PM25
bkp133t,2026-02-01,00:00,92,35.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,92,PM25
bkp56t,2026-02-01,00:00,90,34.9,61,89,-999,-1,-999,-1,-999,-1,-999,-1,90,PM25
bkp57t,2026-02-01,00:00,111,41.2,79,103,-999,-1,-999,-1,-999,-1,-999,-1,111,PM25
bkp58t,2026-02-01,00:00,110,41.1,75,100,-999,-1,-999,-1,-999,-1,-999,-1,110,PM25
bkp59t,2026-02-01,00:00,127,47.4,30,56,-999,-1,-999,-1,-999,-1,-999,-1,127,PM25
bkp60t,2026-02-01,00:00,108,40.3,48,78,-999,-1,-999,-1,-999,-1,-999,-1,108,PM25
bkp61t,2026-02-01,00:00,107,40.0,38,65,-999,-1,-999,-1,-999,-1,-999,-1,107,PM25
bkp62t,2026-02-01,00:00,129,48.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,129,PM25
bkp63t,2026-02-01,00:00,108,40.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,108,PM25
bkp64t,2026-02-01,00:00,124,46.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,124,PM25
bkp65t,2026-02-01,00:00,128,47.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,128,PM25
bkp66t,2026-02-01,00:00,140,52.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,140,PM25
bkp67t,2026-02-01,00:00,110,41.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,110,PM25
bkp69t,2026-02-01,00:00,101,37.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,101,PM25
bkp70t,2026-02-01,00:00,91,35.2,46,75,-999,-1,-999,-1,-999,-1,-999,-1,91,PM25
bkp71t,2026-02-01,00:00,104,38.6,49,79,-999,-1,-999,-1,-999,-1,-999,-1,104,PM25
bkp72t,2026-02-01,00:00,122,45.4,55,84,-999,-1,-999,-1,-999,-1,-999,-1,122,PM25
bkp73t,2026-02-01,00:00,142,53.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,142,PM25
bkp74t,2026-02-01,00:00,123,45.8,79,103,-999,-1,-999,-1,-999,-1,-999,-1,123,PM25
bkp75t,2026-02-01,00:00,131,49.0,52,82,-999,-1,-999,-1,-999,-1,-999,-1,131,PM25
bkp76t,2026-02-01,00:00,103,38.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,103,PM25
bkp77t,2026-02-01,00:00,119,44.3,55,84,-999,-1,-999,-1,-999,-1,-999,-1,119,PM25
bkp78t,2026-02-01,00:00,143,53.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,143,PM25
bkp79t,2026-02-01,00:00,128,47.9,56,85,-999,-1,-999,-1,-999,-1,-999,-1,128,PM25
bkp80t,2026-02-01,00:00,139,52.1,59,87,-999,-1,-999,-1,-999,-1,-999,-1,139,PM25
bkp81t,2026-02-01,00:00,129,48.2,72,98,-999,-1,-999,-1,-999,-1,-999,-1,129,PM25
bkp83t,2026-02-01,00:00,101,37.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,101,PM25
bkp84t,2026-02-01,00:00,102,38.0,46,75,-999,-1,-999,-1,-999,-1,-999,-1,102,PM25
bkp85t,2026-02-01,00:00,115,42.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,115,PM25
bkp86t,2026-02-01,00:00,126,46.9,38,65,-999,-1,-999,-1,-999,-1,-999,-1,126,PM25
bkp87t,2026-02-01,00:00,135,50.5,55,84,-999,-1,-999,-1,-999,-1,-999,-1,135,PM25
bkp88t,2026-02-01,00:00,115,42.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,115,PM25
bkp89t,2026-02-01,00:00,118,44.2,55,84,-999,-1,-999,-1,-999,-1,-999,-1,118,PM25
bkp90t,2026-02-01,00:00,103,38.3,43,72,-999,-1,-999,-1,-999,-1,-999,-1,103,PM25
bkp91t,2026-02-01,00:00,80,32.4,40,68,-999,-1,-999,-1,-999,-1,-999,-1,80,PM25
bkp92t,2026-02-01,00:00,130,48.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,130,PM25
bkp93t,2026-02-01,00:00,94,36.0,31,57,-999,-1,-999,-1,-999,-1,-999,-1,94,PM25
bkp94t,2026-02-01,00:00,119,44.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,119,PM25
bkp95t,2026-02-01,00:00,123,46.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,123,PM25
bkp96t,2026-02-01,00:00,119,44.4,46,75,-999,-1,-999,-1,-999,-1,-999,-1,119,PM25
bkp97t,2026-02-01,00:00,134,50.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,134,PM25
bkp98t,2026-02-01,00:00,119,44.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,119,PM25
bkp99t,2026-02-01,00:00,116,43.3,37,64,-999,-1,-999,-1,-999,-1,-999,-1,116,PM25
m10,2026-02-01,00:00,123,45.9,50,80,9,12,-1,-1,13,31,0,1,123,PM25
o10,2026-02-01,00:00,85,33.6,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,85,PM25
o20,2026-02-01,00:00,50,25.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,50,PM25
o23,2026-02-01,00:00,45,22.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,45,PM25
o28,2026-02-01,00:00,22,13.4,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,22,PM25
o38,2026-02-01,00:00,46,23.4,-1,-1,-999,-1,-999,-1,-999,-1,-999,-1,46,PM25
o65,2026-02-01,00:00,196,73.6,126,136,-999,-1,-999,-1,-999,-1,-999,-1,196,PM25
o66,2026-02-01,00:00,79,32.3,24,47,-999,-1,-999,-1,-999,-1,-999,-1,79,PM25
o69,2026-02-01,00:00,75,31.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,75,PM25
o71,2026-02-01,00:00,23,13.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,23,PM25
o72,2026-02-01,00:00,118,44.1,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,118,PM25
o73,2026-02-01,00:00,137,51.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,137,PM25
o75,2026-02-01,00:00,106,39.3,32,58,-999,-1,-999,-1,-999,-1,-999,-1,106,PM25
o76,2026-02-01,00:00,50,25.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,50,PM25
02t,2026-02-01,01:00,87,34.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,PM25
08t,2026-02-01,01:00,107,39.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,107,PM25
100t,2026-02-01,01:00,49,24.6,26,51,17,24,2,0.30,-1,-1,-1,-1,49,PM25
101t,2026-02-01,01:00,113,42.0,35,62,54,52,8,1.40,1,3,0,0,113,PM25
102t,2026-02-01,01:00,46,23.2,28,54,56,53,2,0.40,1,2,0,1,56,O3
103t,2026-02-01,01:00,39,20.4,27,52,14,19,2,0.40,5,11,0,0,39,PM25
104t,2026-02-01,01:00,172,64.3,-1,-1,29,38,2,0.40,9,22,1,2,172,PM25
105t,2026-02-01,01:00,67,29.2,-999,-1,38,43,2,0.30,3,7,0,0,67,PM25
106t,2026-02-01,01:00,86,34.0,-999,-1,4,6,2,0.40,3,6,-1,-1,86,PM25
107t,2026-02-01,01:00,93,35.7,33,60,47,48,2,0.30,1,2,0,1,93,PM25
108t,2026-02-01,01:00,80,32.4,-1,-1,23,32,3,0.60,1,2,0,1,80,PM25
109t,2026-02-01,01:00,39,20.5,-1,-1,9,13,1,0.20,1,2,1,2,39,PM25
110t,2026-02-01,01:00,47,23.7,-999,-1,36,42,2,0.30,1,2,0,0,47,PM25
111t,2026-02-01,01:00,130,48.4,-999,-1,24,34,5,0.80,1,2,0,0,130,PM25
112t,2026-02-01,01:00,63,28.2,-999,-1,22,31,1,0.20,1,3,0,0,63,PM25
113t,2026-02-01,01:00,70,29.8,27,52,47,48,2,0.30,0,0,0,1,70,PM25
114t,2026-02-01,01:00,93,35.7,35,62,25,35,2,0.40,2,4,0,1,93,PM25
115t,2026-02-01,01:00,77,31.6,22,44,51,51,3,0.50,1,2,0,0,77,PM25
116t,2026-02-01,01:00,170,63.7,90,112,41,45,3,0.60,8,20,0,1,170,PM25
117t,2026-02-01,01:00,146,54.6,-999,-1,14,20,4,0.70,9,22,0,1,146,PM25
118t,2026-02-01,01:00,36,19.4,-1,-1,31,39,-1,-1,1,3,0,0,36,PM25
119t,2026-02-01,01:00,25,15.0,-1,-1,23,32,1,0.20,1,3,1,2,25,PM25
120t,2026-02-01,01:00,21,12.8,-1,-1,10,14,3,0.50,5,13,0,1,21,PM25
121t,2026-02-01,01:00,21,12.7,-1,-1,1,1,1,0.20,1,2,1,2,21,PM25
13t,2026-02-01,01:00,87,34.1,32,58,36,42,3,0.60,10,25,0,1,87,PM25
14t,2026-02-01,01:00,150,56.0,-1,-1,23,32,5,0.80,9,21,1,3,150,PM25
16t,2026-02-01,01:00,61,27.7,21,42,-1,-1,-1,-1,-1,-1,-1,-1,61,PM25
17t,2026-02-01,01:00,74,30.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,PM25
18t,2026-02-01,01:00,120,44.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,PM25
20t,2026-02-01,01:00,148,55.5,62,90,9,13,3,0.60,0,0,1,4,148,PM25
21t,2026-02-01,01:00,119,44.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119,PM25
22t,2026-02-01,01:00,193,72.2,79,103,-1,-1,-1,-1,-1,-1,-1,-1,193,PM25
24t,2026-02-01,01:00,186,69.8,226,231,-1,-1,-1,-1,-1,-1,-1,-1,226,PM10
26t,2026-02-01,01:00,139,51.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,139,PM25
27t,2026-02-01,01:00,86,33.9,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,86,PM25
28t,2026-02-01,01:00,103,38.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,PM25
29t,2026-02-01,01:00,30,16.7,45,74,-1,-1,-1,-1,-1,-1,-1,-1,45,PM10
30t,2026-02-01,01:00,45,22.9,31,57,41,45,2,0.30,0,1,0,0,45,PM25
31t,2026-02-01,01:00,83,33.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,PM25
33t,2026-02-01,01:00,99,37.3,-1,-1,-1,-1,-999,-1,-1,-1,-999,-1,99,PM25
34t,2026-02-01,01:00,103,38.2,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,103,PM25
35t,2026-02-01,01:00,66,29.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,PM25
40t,2026-02-01,01:00,92,35.6,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,92,PM25
46t,2026-02-01,01:00,130,48.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,PM25
47t,2026-02-01,01:00,120,44.6,-1,-1,-1,-1,-1,-1,4,9,-1,-1,120,PM25
50t,2026-02-01,01:00,111,41.4,-1,-1,-999,-1,-1,-1,-1,-1,-999,-1,111,PM25
52t,2026-02-01,01:00,109,40.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,PM25
53t,2026-02-01,01:00,111,41.4,-1,-1,-999,-1,-1,-1,-1,-1,-999,-1,111,PM25
57t,2026-02-01,01:00,77,31.8,19,37,-1,-1,-1,-1,-1,-1,-999,-1,77,PM25
58t,2026-02-01,01:00,20,12.2,20,39,-1,-1,-1,-1,-1,-1,-999,-1,20,PM10
59t,2026-02-01,01:00,79,32.2,28,53,41,45,5,0.90,6,15,-999,-1,79,PM25
60t,2026-02-01,01:00,130,48.6,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,130,PM25
61t,2026-02-01,01:00,82,33.0,-1,-1,-1,-1,-999,-1,-1,-1,-1,-1,82,PM25
67t,2026-02-01,01:00,123,45.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,PM25
68t,2026-02-01,01:00,105,39.0,38,65,16,22,-1,-1,-1,-1,-1,-1,105,PM25
69t,2026-02-01,01:00,103,38.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,103,PM25
70t,2026-02-01,01:00,99,37.3,-1,-1,-1,-1,-1,-1,-1,-1,-999,-1,99,PM25
71t,2026-02-01,01:00,149,55.6,56,85,40,44,0,0.00,1,3,3,10,149,PM25
72t,2026-02-01,01:00,130,48.6,43,71,-1,-1,-1,-1,-1,-1,-1,-1,130,PM25
73t,2026-02-01,01:00,92,35.6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,92,PM25
74t,2026-02-01,01:00,85,33.7,36,63,-1,-1,-1,-1,-1,-1,-1,-1,85,PM25
75t,2026-02-01,01:00,108,40.2,-1,-1,-1,-1,-1,-1,1,2,1,3,108,PM25
77t,2026-02-01,01:00,113,42.0,38,65,-1,-1,-999,-1,-1,-1,-1,-1,113,PM25
78t,2026-02-01,01:00,20,11.8,-1,-1,-999,-1,-999,-1,-999,-1,-999,-1,20,PM25
79t,2026-02-01,01:00,117,43.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,117,PM25
81t,2026-02-01,01:00,86,33.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86,PM25
82t,2026-02-01,01:00,135,50.4,52,82,20,28,2,0.40,1,2,0,1,135,PM25
83t,2026-02-01,01:00,56,26.4,24,48,-1,-1,-1,-1,-1,-1,-1,-1,56,PM25
84t,2026-02-01,01:00,114,42.6,32,58,26,36,-1,-1,-1,-1,-1,-1,114,PM25
85t,2026-02-01,01:00,140,52.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,140,PM25
86t,2026-02-01,01:00,165,61.6,64,91,-1,-1,4,0.70,-1,-1,-1,-1,165,PM25
87t,2026-02-01,01:00,85,33.7,-1,-1,-1,-1,-1,-1,0,0,0,0,85,PM25
88t,2026-02-01,01:00,24,14.1,14,27,-1,-1,-1,-1,13,32,23,93,24,PM25
90t,2026-02-01,01:00,42,21.9,19,38,-1,-1,-1,-1,-1,-1,-1,-1,42,PM25
91t,2026-02-01,01:00,64,28.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,64,PM25
92t,2026-02-01,01:00,93,35.8,48,77,21,29,-1,-1,2,5,-1,-1,93,PM25
93t,2026-02-01,01:00,18,10.8,15,30,-1,-1,0,0.00,0,1,0,0,18,PM25
94t,2026-02-01,01:00,142,53.2,48,78,-1,-1,-1,-1,-1,-1,-1,-1,142,PM25
95t,2026-02-01,01:00,108,40.4,42,70,16,23,13,2.20,3,7,1,2,108,PM25
96t,2026-02-01,01:00,49,24.6,23,45,14,20,8,1.40,4,10,0,0,49,PM25
97t,2026-02-01,01:00,98,37.0,28,53,14,20,3,0.50,7,17,0,1,98,PM25
98t,2026-02-01,01:00,-1,-1,57,86,17,24,4,0.70,0,0,0,1,57,PM10
99t,2026-02-01,01:00,140,52.5,60,88,23,32,5,0.80,8,20,1,2,140,PM25
bkp100t,2026-02-01,01:00,126,46.9,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,126,PM25
bkp101t,2026-02-01,01:00,140,52.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,140,PM25
bkp102t,2026-02-01,01:00,104,38.8,84,107,-999,-1,-999,-1,-999,-1,-999,-1,104,PM25
bkp103t,2026-02-01,01:00,129,48.0,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,129,PM25
bkp104t,2026-02-01,01:00,90,34.9,39,67,-999,-1,-999,-1,-999,-1,-999,-1,90,PM25
bkp105t,2026-02-01,01:00,121,45.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,121,PM25
bkp116t,2026-02-01,01:00,97,36.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,97,PM25
bkp117t,2026-02-01,01:00,80,32.5,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,80,PM25
bkp118t,2026-02-01,01:00,116,43.3,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,116,PM25
bkp119t,2026-02-01,01:00,99,37.2,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,99,PM25
bkp120t,2026-02-01,01:00,109,40.7,-999,-1,-999,-1,-999,-1,-999,-1,-999,-1,109,PM25
